7.193011030388393401e+00 6.678837328510197402e+00 6.357738427085741328e+00 5.873926571477944059e+00 5.849100847033563255e+00 5.253164066811607746e+00 4.037998788918539361e+00 2.491136331624938638e+00 1.149282282422300350e+00 4.239726979056100409e-01 1.511449712389276723e-01 6.330014959696714238e-02 3.065711479673494458e-02 1.516487695959801117e-02 8.037191733851523773e-03 3.943878355794083919e-03 2.277376342098409723e-03 1.222640326379219105e-03 7.456009739818678312e-04 5.523227616071477381e-04 3.026898736250025011e-04 2.232002794790715629e-04 2.198479255014675754e-04 1.782415137873235753e-04 1.134658511103110522e-04 5.929830653596179568e-05 2.735400108400064912e-05 1.329217427012250852e-05 7.328793339408703255e-06 3.599692925718124787e-06 1.770884127595228450e-06 1.373195597625869102e-06 9.408063247343101447e-07 4.694778754559592782e-07 4.266300952074898027e-07 4.182474070374998893e-07 2.225806627590827018e-07 1.736298801299917791e-07 2.316145025267071556e-07 1.538478057662615493e-07
7.158658815277095577e+00 6.652264511817057802e+00 6.340955645850278266e+00 5.867273371992461684e+00 5.843056323896370863e+00 5.233772713099713592e+00 4.021450280675578526e+00 2.488167670347740223e+00 1.154143013035733079e+00 4.288733531995281290e-01 1.539702825305714340e-01 6.470441010036150076e-02 3.116096236927217572e-02 1.548242584051294501e-02 8.151380099952379443e-03 4.033506444025260207e-03 2.301586639043952734e-03 1.246743551624148079e-03 7.554778819691882787e-04 5.510464364003477391e-04 3.072815347932145559e-04 2.268646093115920550e-04 2.193385369792436425e-04 1.765296466152470811e-04 1.130435424314746101e-04 6.021343897187108127e-05 2.804429813042614984e-05 1.345149727554818643e-05 7.484569914018565490e-06 3.976817197216344286e-06 1.963840312392759710e-06 1.385330097647721554e-06 1.068229527491546198e-06 6.080187812280006093e-07 4.367211894787644433e-07 4.412481090100572787e-07 3.122007421085188384e-07 2.045848518895578566e-07 2.186601547667913490e-07 1.941187996633702687e-07
7.056645944706362528e+00 6.573117361917215185e+00 6.290994598504162205e+00 5.849777044035263884e+00 5.826396758503626039e+00 5.180756713305196826e+00 3.978359788639173722e+00 2.482370725929847310e+00 1.169015228672069862e+00 4.427696704244751813e-01 1.613519900564200915e-01 6.791318737740580092e-02 3.223288951409688380e-02 1.607054158885685285e-02 8.335313241249885097e-03 4.165000375251133417e-03 2.316784391730457218e-03 1.269976746779225832e-03 7.753008605284820564e-04 5.526851608806720908e-04 3.189716078032645659e-04 2.341501605412813587e-04 2.155044397746192972e-04 1.692592751136538906e-04 1.088724662312650721e-04 5.972519613832202976e-05 2.847001613835660515e-05 1.322592115197362206e-05 7.499758304121801762e-06 4.466367114245720080e-06 2.228146277572796658e-06 1.384080716626846038e-06 1.237703109706869933e-06 8.238344819891486528e-07 4.626731756072939591e-07 4.742170483322892312e-07 4.495910005739978777e-07 2.591882319713238310e-07 2.067751388694222197e-07 2.607561170226534826e-07
6.890072028125628023e+00 6.443101135654369038e+00 6.208892627750873139e+00 5.827075114439013603e+00 5.804107204816234322e+00 5.108170506724137638e+00 3.926187793053976804e+00 2.482465770404155059e+00 1.195527505167194304e+00 4.640943549554133463e-01 1.711739722309380818e-01 7.097658951839547203e-02 3.280568494766746696e-02 1.610458085742999881e-02 8.205870877832085325e-03 4.103523516945228357e-03 2.258807866351818672e-03 1.233850189987587605e-03 7.645586949509834045e-04 5.250368051896589722e-04 3.086037386494362256e-04 2.333874725323396935e-04 2.098960944715835212e-04 1.611169684210099354e-04 1.034094537490499424e-04 5.753424630725807233e-05 2.768751593217343954e-05 1.271020255085354157e-05 7.284933920931984983e-06 4.589483307642731530e-06 2.270204802316885761e-06 1.341115329574105780e-06 1.288592162722318338e-06 8.811279250762880155e-07 4.433769770088759884e-07 4.813331249931870391e-07 4.985712850628229510e-07 2.682306657652019319e-07 2.027356014865022455e-07 2.883828290735366847e-07
6.663998329595301584e+00 6.265024121671529223e+00 6.095980221883706918e+00 5.803861223489242605e+00 5.783869842144451212e+00 5.035010887341254460e+00 3.887083234771505857e+00 2.498581442547466391e+00 1.234481352947241151e+00 4.903150409701459433e-01 1.808465643270306955e-01 7.222902563369841544e-02 3.195161926737181968e-02 1.512434906213627230e-02 7.568747549479944853e-03 3.761381429940453738e-03 2.079811529667423622e-03 1.125491588735054145e-03 7.246500461040406927e-04 4.850964947381863641e-04 2.885728370783623696e-04 2.267513747574890907e-04 2.004980515056783476e-04 1.501882465216168334e-04 9.513645643285658998e-05 5.248751853886278891e-05 2.492998851641077754e-05 1.148130276853971030e-05 6.867662842453086401e-06 4.325924417343457787e-06 2.075125988175776786e-06 1.261302733957479650e-06 1.264413650410207769e-06 8.310972056407651745e-07 3.912598904704142483e-07 4.536666709243416998e-07 4.650659422514809767e-07 2.238366612857129571e-07 1.767016995246283414e-07 2.742201209975434906e-07
6.385293984065716799e+00 6.042738186234124953e+00 5.953242018583144279e+00 5.779623863366905034e+00 5.771032901099906631e+00 4.978537852280197740e+00 3.879278918184005942e+00 2.538426296121961911e+00 1.285357839252707857e+00 5.190980469622235027e-01 1.889439090260429943e-01 7.179500502298810649e-02 2.988457049561772313e-02 1.337478173099680007e-02 6.567015910460345836e-03 3.242013641912973049e-03 1.816803262871805351e-03 9.719321517747618166e-04 6.523106673005313674e-04 4.286759063232562970e-04 2.569664936972723191e-04 2.144906762057418334e-04 1.916314646078291740e-04 1.421504632424185044e-04 8.879217777402689002e-05 4.770133164479309237e-05 2.190816408190245112e-05 1.019711587199323997e-05 6.341019430468036005e-06 3.860916374521760498e-06 1.716834626208966258e-06 1.148105933772721575e-06 1.182838625151960210e-06 7.077816947984179210e-07 3.469067844783702823e-07 4.500479394886190270e-07 4.158654892818354685e-07 1.818762115293928702e-07 1.755232997391853264e-07 2.588881468668745439e-07
6.062427282210224533e+00 5.781060130871824576e+00 5.780378424203766130e+00 5.745913918222224304e+00 5.761865413881854359e+00 4.946104690992241260e+00 3.908328175520352055e+00 2.602701386650827509e+00 1.344992389988317605e+00 5.484109381951918216e-01 1.953573154354490138e-01 7.047573749845048585e-02 2.733994092487538122e-02 1.152710932827616039e-02 5.579289753751505952e-03 2.747453577286377516e-03 1.598219426314234247e-03 8.495647009780488536e-04 5.967140676985176152e-04 3.953181733631073698e-04 2.357113580552008250e-04 2.070723532612710237e-04 1.911438957096159438e-04 1.433455229407002004e-04 8.931802576054280202e-05 4.667910802218972914e-05 2.065105196809476412e-05 9.925268905148377978e-06 6.461333584839435207e-06 3.626054877412658786e-06 1.502126316930237995e-06 1.187817287655387518e-06 1.180723339137261944e-06 5.869169290001971943e-07 3.082515841710151574e-07 4.948603247745005461e-07 4.041927542366417943e-07 1.493390917979316887e-07 1.903013255617649219e-07 2.717053594289842718e-07
5.705208365165741036e+00 5.485704836694239361e+00 5.575041003994708255e+00 5.686190908631187924e+00 5.740655825944606327e+00 4.930458901302434249e+00 3.962112715032370058e+00 2.680031767846816404e+00 1.404850232821445388e+00 5.753424252185478371e-01 2.001806345623655670e-01 6.916264317345967305e-02 2.520365064642412362e-02 1.003279121490832822e-02 4.879987468763988256e-03 2.423222172802676298e-03 1.477628930400606529e-03 7.955201259420563442e-04 5.851798337667155157e-04 3.978765975139376032e-04 2.389342381179203735e-04 2.186795727561786104e-04 2.074732615849996843e-04 1.572600550932182315e-04 9.762742963395497798e-05 4.957637577465764126e-05 2.126521834682360695e-05 1.057536642211275614e-05 7.000342368560083678e-06 3.653663049475105396e-06 1.444889582925396024e-06 1.316621379772575329e-06 1.224320157563046128e-06 5.217539163678118161e-07 3.181363655276264161e-07 5.257611888946764718e-07 3.599359804299451970e-07 1.231332098677375943e-07 2.181729909236075788e-07 2.676201149176307613e-07
5.324491149164289006e+00 5.163268260731909365e+00 5.333168682863496102e+00 5.578865591707424798e+00 5.683321537627752384e+00 4.911496433104464820e+00 4.011817430160469655e+00 2.745620863684433477e+00 1.449410867922408697e+00 5.934950330203532243e-01 2.025136797627589413e-01 6.781798059216877228e-02 2.364984989994912620e-02 9.078110325037840739e-03 4.453113389194997274e-03 2.239048663041819359e-03 1.437296578335789648e-03 7.807288846869863850e-04 5.959101748948297979e-04 4.119279400105139554e-04 2.475428222985025196e-04 2.348630593877485751e-04 2.288130056733471472e-04 1.753865198313960590e-04 1.079830642882800482e-04 5.347139259009131248e-05 2.274209865165907019e-05 1.196168392602805426e-05 7.888439726565416561e-06 3.718076409082876988e-06 1.496030342077736984e-06 1.583761899403393031e-06 1.307324098012099150e-06 4.758535905790346499e-07 4.034473242205927476e-07 6.134919279138316316e-07 3.358991882410761674e-07 1.241837061844480560e-07 2.796786208131455385e-07 2.794774281455069717e-07
4.931843533930448942e+00 4.821278996676890749e+00 5.050903071878996897e+00 5.403203566525235146e+00 5.565345710415456892e+00 4.861895112297959010e+00 4.018386046017563551e+00 2.764047321948290836e+00 1.457182877792889242e+00 5.940373712014589413e-01 1.998288795604840906e-01 6.543345367636758947e-02 2.238859866705603455e-02 8.382271605965279856e-03 4.171808876729599450e-03 2.135808618340852370e-03 1.410173589297386738e-03 7.765851088104037134e-04 6.063865431154381392e-04 4.182527818041067839e-04 2.564412188682177051e-04 2.488920773723576137e-04 2.425013789558063792e-04 1.846177716929675409e-04 1.114533759671785374e-04 5.376940922811275421e-05 2.332903935811528077e-05 1.308524104695611186e-05 8.203382496284715854e-06 3.543877818031884298e-06 1.651707922427826539e-06 1.829781395026276228e-06 1.275208950217634049e-06 4.291769307888117834e-07 5.226493951603171986e-07 6.576001869935756809e-07 2.812598321849795463e-07 1.508584120207990518e-07 3.383319697530608705e-07 2.559381801206630889e-07
