7.864556902412020989e+00 6.856557557907059675e+00 7.809245711473008278e+00 5.046121618699537237e+00 3.977184327330336444e+00 3.457503540392903751e+00 2.201379921125054651e+00 1.232951752125894807e+00 1.176686882089486019e+00 1.217301469885518683e+00 9.551885516136138232e-01 6.377067271645423530e-01 3.578047194861701530e-01 1.937498446054139734e-01 1.025158576644004532e-01 5.485198959818717024e-02 3.206796913922698583e-02 1.942987771233374919e-02 1.284590080646546076e-02 8.334719263794332714e-03 5.923062215972585941e-03 5.039451344812351762e-03 4.211730298545981674e-03 3.061167322930778093e-03 1.940626116294847650e-03 1.122005993124760735e-03 6.215778774398638242e-04 3.443328381464595537e-04 1.969174371161697156e-04 1.192227717980574213e-04 7.714464135369356111e-05 5.305703019157281060e-05 3.874669885686616026e-05 3.007177545339060121e-05 2.425915749233310855e-05 1.994492400828055519e-05 1.658555813615800620e-05 1.401356705811466169e-05 1.185776308386330976e-05 1.025450240666475344e-05 8.990088264391145738e-06
7.832725825631938754e+00 6.836073043810859673e+00 7.775818043441891980e+00 5.062494922057029001e+00 3.991311716061051396e+00 3.466934363746842607e+00 2.207126571011701177e+00 1.237599787436522769e+00 1.168638654413417299e+00 1.194414169657060265e+00 9.374772800561093078e-01 6.220942517179197662e-01 3.495371135430211385e-01 1.887307206040839958e-01 1.001477054414419421e-01 5.363420873013034079e-02 3.119387882026981168e-02 1.908285843095754858e-02 1.254840809224221435e-02 8.061870664448342327e-03 5.778463897643213408e-03 4.951253925747933250e-03 4.120492155188823502e-03 2.971935522518201651e-03 1.870225092201425630e-03 1.074077137303014982e-03 5.914538350978022470e-04 3.258552730189588978e-04 1.856957447767374782e-04 1.121225186934962301e-04 7.217880242805562797e-05 4.960667624460726033e-05 3.640221585212480407e-05 2.811391535399722331e-05 2.252655173789667350e-05 1.849056705162832359e-05 1.538252681396217380e-05 1.289596639435089328e-05 1.105268370683954184e-05 9.520232210982798438e-06 8.241623627457059242e-06
7.738199766299502791e+00 6.775377000969477592e+00 7.680518201141397050e+00 5.110118252711909115e+00 4.027085225562556658e+00 3.485977812163618239e+00 2.219476941331620434e+00 1.250073719573434161e+00 1.143884552174341040e+00 1.129426446348723800e+00 8.845619389971988156e-01 5.784337528557396135e-01 3.274401966490148586e-01 1.746978177517770625e-01 9.322003277938828436e-02 5.000240493415382403e-02 2.865343840133844147e-02 1.796011587966789974e-02 1.169076644254194927e-02 7.359964044943896784e-03 5.393086673375780543e-03 4.697902490070245130e-03 3.867582583984870061e-03 2.735552220595822894e-03 1.689676679075886650e-03 9.541801360882353009e-04 5.172102615190744520e-04 2.807301806776776030e-04 1.582471859463105185e-04 9.427019229853946826e-05 5.985963361376956261e-05 4.104362027894918217e-05 3.003927913502108850e-05 2.300283539653590788e-05 1.823292394486699666e-05 1.478380937128312672e-05 1.229476875158054902e-05 1.041432065841062690e-05 8.862586109193811275e-06 7.543985864206391087e-06 6.496843251248284496e-06
7.583850850759836781e+00 6.676621845577879633e+00 7.535707359355524382e+00 5.183962479980161575e+00 4.067171742389907863e+00 3.492279655214383549e+00 2.226463530428508530e+00 1.264521813976070996e+00 1.100487929181438673e+00 1.034431223612685802e+00 8.020293612091348168e-01 5.143140336513318811e-01 2.926740992485661330e-01 1.537138309895535737e-01 8.266287325850910084e-02 4.435736307874899725e-02 2.498416760200710893e-02 1.615526260132061145e-02 1.037798919179104898e-02 6.360450657745608111e-03 4.800380744781656411e-03 4.292655764428677731e-03 3.511384020090849763e-03 2.435891821079028911e-03 1.475564068927790948e-03 8.192893627440236840e-04 4.371634887109910705e-04 2.342670874663215104e-04 1.307631564800576659e-04 7.688375959385115898e-05 4.880230743167770835e-05 3.358314326374096524e-05 2.468258404607138852e-05 1.903538163835497159e-05 1.512836974993602660e-05 1.250421305797591060e-05 1.053964101951439262e-05 8.999523039808956501e-06 7.710312351449405313e-06 6.764983113749790674e-06 5.905950512022670757e-06
7.374368892987330781e+00 6.543042809591898212e+00 7.355197292447170909e+00 5.272878996825415499e+00 4.090070824153126061e+00 3.462458559704871153e+00 2.214099709379374836e+00 1.270150760542614998e+00 1.035603457850038600e+00 9.220201849934934746e-01 6.995692917420374135e-01 4.399807334582131468e-01 2.498794144613623314e-01 1.297829562200707165e-01 7.011326359385804119e-02 3.755306309286882138e-02 2.091275822957957067e-02 1.397296286743572938e-02 8.856285894438896411e-03 5.295630610572006972e-03 4.145212273225857419e-03 3.813559541217791289e-03 3.114191071140571393e-03 2.130141251315457052e-03 1.271224700803038699e-03 6.976515877333006998e-04 3.688520404467066104e-04 1.970991067073250282e-04 1.094200339576789193e-04 6.440467526257251764e-05 4.113708388306815106e-05 2.840990350232877826e-05 2.090860876277420276e-05 1.609488308904565064e-05 1.297696937514812572e-05 1.065160255636070323e-05 8.904172226609201408e-06 7.538213738693524909e-06 6.542139387503225929e-06 5.612734945586674168e-06 4.813223841198811669e-06
7.116118896107566982e+00 6.378573572629100852e+00 7.149024341878703837e+00 5.355973907242433718e+00 4.078266156210142768e+00 3.382906645137474300e+00 2.169802751636204174e+00 1.253078993963208987e+00 9.486735046913208347e-01 7.984328768314727931e-01 5.875891429652698728e-01 3.644276205920679579e-01 2.050740379923805812e-01 1.058036307968943796e-01 5.721033218172260487e-02 3.070453331221237314e-02 1.706663603385336764e-02 1.161529770102555023e-02 7.320907414120060054e-03 4.354038559363834944e-03 3.517325201239444778e-03 3.277943202840586084e-03 2.655117647254634679e-03 1.788260944243446520e-03 1.050236656656063691e-03 5.686193145325940061e-04 2.974424771056891873e-04 1.581457449151236149e-04 8.731307933200385240e-05 5.179014128968227577e-05 3.330904293333623027e-05 2.328684171630952330e-05 1.731050616426947975e-05 1.367472808536394787e-05 1.116690406509177729e-05 9.330829663193831013e-06 7.921435055708182099e-06 6.862707730215954694e-06 5.889551429135471276e-06 5.066984308564813617e-06 4.391579345584165960e-06
6.816947655746273149e+00 6.187522505639282855e+00 6.921962284084907324e+00 5.403744268102037118e+00 4.024744246551182236e+00 3.254504964051675220e+00 2.086343568337283738e+00 1.200632181218747263e+00 8.439223775650802617e-01 6.719299429372227461e-01 4.784743581319974570e-01 2.934384861526694310e-01 1.634562150409872017e-01 8.427167194358338442e-02 4.527990132080635804e-02 2.436738774854983747e-02 1.347537669572285851e-02 9.325321820861319153e-03 5.885520628318522199e-03 3.429849070820304487e-03 2.784237562594075229e-03 2.637952256041120862e-03 2.148480282117857208e-03 1.444620107314941414e-03 8.459020717304936623e-04 4.566626784529489720e-04 2.385924369725357197e-04 1.268765304908877863e-04 7.045083673922936823e-05 4.191001822329044077e-05 2.708869135803699388e-05 1.872849198578584537e-05 1.398530285164300900e-05 1.089726735357841963e-05 8.704751635924355268e-06 7.273335904601982190e-06 6.229153049600537730e-06 5.252958453391805567e-06 4.469227788728429621e-06 3.829258858715370528e-06 3.250947492816928958e-06
6.485945338473018573e+00 5.974398314065837212e+00 6.675611135671716490e+00 5.387312684124846207e+00 3.934948717823731901e+00 3.091264101354428639e+00 1.968393617614114799e+00 1.113097484943640136e+00 7.298167003684098431e-01 5.519621471629154730e-01 3.823991751609120970e-01 2.320277736967377713e-01 1.280890182934723009e-01 6.602598332702912243e-02 3.534231650354807686e-02 1.921304093321981807e-02 1.052564386969354407e-02 7.300462112570754551e-03 4.646212809697546249e-03 2.707306034584596073e-03 2.210566168517810563e-03 2.126939208151735865e-03 1.743455216543162399e-03 1.172438044571180770e-03 6.866408177296518672e-04 3.702578971342161207e-04 1.936702512603003608e-04 1.033344913628308863e-04 5.793462281975788946e-05 3.490139119791230387e-05 2.276453749801029376e-05 1.599891465924246166e-05 1.187391633835122784e-05 9.134905706593807087e-06 7.412847800839126909e-06 6.046328037932503639e-06 4.963418190430076648e-06 4.192577201169589638e-06 3.535747850258076138e-06 2.954919205631632860e-06 2.465680589877793537e-06
6.133169282188850602e+00 5.743903660928305399e+00 6.411446552243262431e+00 5.289854776469184117e+00 3.823093411937486419e+00 2.915512144300457464e+00 1.835814047554277906e+00 1.012951090373261032e+00 6.254343888928700634e-01 4.503828469583009420e-01 3.056875542815178370e-01 1.842011891748797092e-01 1.015062639047096954e-01 5.215768688242994333e-02 2.778463611040664707e-02 1.512309760830726074e-02 8.290174301526776618e-03 5.817551643730979778e-03 3.726590728173980425e-03 2.158976951769372900e-03 1.758239900750283588e-03 1.691325345772561224e-03 1.384060122211671663e-03 9.305400257979572947e-04 5.467668854526073563e-04 2.952075632230431496e-04 1.550250921438007146e-04 8.293904699376962052e-05 4.660849274293953439e-05 2.833133707463819415e-05 1.855848580089331865e-05 1.314817639113171889e-05 9.644236714558807023e-06 7.550026840414734947e-06 6.002011612236221045e-06 4.885048046189264255e-06 3.989685117206924440e-06 3.259585953691988507e-06 2.687628808393261942e-06 2.224949370500171492e-06 1.861781128022412123e-06
5.769338409000885903e+00 5.501056593921459736e+00 6.132537196022230574e+00 5.111531136897061067e+00 3.705494206911226218e+00 2.752916158570277272e+00 1.719420619988194510e+00 9.360387284700449895e-01 5.591770137953733233e-01 3.855775640282448902e-01 2.558031103919656268e-01 1.514077661512877870e-01 8.293345005166614936e-02 4.219768784752708779e-02 2.262786446633223078e-02 1.223154918447527488e-02 6.690689018591483052e-03 4.691668988915430848e-03 2.976931792202997581e-03 1.732230345173240869e-03 1.431551724199052163e-03 1.370896322303354932e-03 1.114182364027049409e-03 7.469944690825438150e-04 4.395392880537468379e-04 2.383871805058987545e-04 1.266078602621412152e-04 6.839654640630213561e-05 3.896250072900950929e-05 2.382536227578814747e-05 1.580163409362509374e-05 1.094783220591176094e-05 8.171853634150953768e-06 6.235986672489100569e-06 4.893107753199079279e-06 3.890544339586129295e-06 3.161974470946139507e-06 2.544645437346290498e-06 2.053405320833712010e-06 1.653400768843645188e-06 1.320547464393563180e-06
