2.670676037551595883e+00 2.945693568282885977e+00 3.739804617336999648e+00 4.003352271042076360e+00 3.812838954543975145e+00 2.986863392952374685e+00 1.863755845583082937e+00 1.006074692437558538e+00 4.854532616376933118e-01 2.012463643817390679e-01 7.222006112141775291e-02 2.308489615742394946e-02 6.801077487356931711e-03 2.098214222308467797e-03 7.302403359145813629e-04 3.106707543258576689e-04 1.632427017515903430e-04 9.425943244113981574e-05 6.457341632287581139e-05 5.041019032379486452e-05 3.152659288676206079e-05 2.554290278982099231e-05 2.459908337756522406e-05 1.968384187897189491e-05 1.283249500712127622e-05 7.211925844732659444e-06 3.611899216069892717e-06 1.685079748953765224e-06 9.267343769180250345e-07 5.953813339564181399e-07 3.304717330030866480e-07 1.809763782039415390e-07 1.559279057243390250e-07 1.320052682078453310e-07 7.291308273778171672e-08 5.523902548004625531e-08 6.645532904658065538e-08 4.898197500737800449e-08 2.721251784954611563e-08 3.155659718331569418e-08
2.705028252643062903e+00 2.971741706797370597e+00 3.751676849574865358e+00 4.033833892590565462e+00 3.870405523364979228e+00 3.057205535664000884e+00 1.933736762877993121e+00 1.058851648301907922e+00 5.137346124603759945e-01 2.128440793350548366e-01 7.610120746836118721e-02 2.428171488466259256e-02 7.173648677542131258e-03 2.213735908761299814e-03 7.681928399702704288e-04 3.286187874465362844e-04 1.760160931871594355e-04 1.029872382532938114e-04 6.872265840469889500e-05 5.189169167488635388e-05 3.177927902694783655e-05 2.572003320971968736e-05 2.499609217200876026e-05 2.014543286690314027e-05 1.320829659594286018e-05 7.431233073271543631e-06 3.659352332025226279e-06 1.735794418354368561e-06 9.579942131290929567e-07 6.000443232619840381e-07 3.302362051551478708e-07 1.841966810585970502e-07 1.602427887267016067e-07 1.246914306991529981e-07 6.976784170912261493e-08 5.881578141404490660e-08 6.601885473044922850e-08 4.400015171009400625e-08 2.828328182505154506e-08 3.522812500224920964e-08
2.807041123239266245e+00 3.049450563428461880e+00 3.789638100306359725e+00 4.121260724406795362e+00 4.033842771460482091e+00 3.256006779888418023e+00 2.131648839908763637e+00 1.210303489330080140e+00 5.958691809345371126e-01 2.465218944465149553e-01 8.739859474751704438e-02 2.771120293040134699e-02 8.232617318735068954e-03 2.564849242953774408e-03 9.162433144453253171e-04 3.891458016155472451e-04 2.041950743133478532e-04 1.148538251040952295e-04 7.588550835083646498e-05 5.791834332900741225e-05 3.570301429998958486e-05 2.829382490124179452e-05 2.685270660242537784e-05 2.143005761400708438e-05 1.403101946811774933e-05 7.865948658972440885e-06 3.799263943296258195e-06 1.770670018752102284e-06 1.030980112688204973e-06 6.544206340133108348e-07 3.329910969047222152e-07 1.984738678750607397e-07 1.876453203320090756e-07 1.344808710824849487e-07 7.152508541623130623e-08 7.169322967245024768e-08 8.034735725402218589e-08 4.557531700000696281e-08 3.155775235252675889e-08 4.340248351634799470e-08
2.973615039884991873e+00 3.177503607266590091e+00 3.859573998708227816e+00 4.256054987703728365e+00 4.276275769176791641e+00 3.547637095080770298e+00 2.425068565320742664e+00 1.440268034463430880e+00 7.230479690985027741e-01 2.993486801731162217e-01 1.051706636486496177e-01 3.302800856092112658e-02 9.877914583514012942e-03 3.066472833764996055e-03 1.113358056080149695e-03 4.702790926643656976e-04 2.478194894706570194e-04 1.361374072083927254e-04 8.840361078358515399e-05 6.412561109212801778e-05 3.824489554869422471e-05 3.051873913303276842e-05 2.914701314296752277e-05 2.318887499649548162e-05 1.525893856175864860e-05 8.541258214363712671e-06 4.078692176384643599e-06 1.860466183453909346e-06 1.111368403577184459e-06 7.114135048444812019e-07 3.366934923412319285e-07 2.011066876167802803e-07 2.048282127856469485e-07 1.402949667177732138e-07 6.619708533223390117e-08 7.527916246042682169e-08 8.578541238902020570e-08 4.228660914971717410e-08 2.958588836793555639e-08 4.802168411566797708e-08
3.199688738377956199e+00 3.353685775725689044e+00 3.967935350713172049e+00 4.427178347546530723e+00 4.558094571894833358e+00 3.878165034070596651e+00 2.768559833636238920e+00 1.717200369222025902e+00 8.798678662282394258e-01 3.653700177840466523e-01 1.276448356526480310e-01 3.979921464186839813e-02 1.186689434210484381e-02 3.673426305352714069e-03 1.335508181673951281e-03 5.570102481215530700e-04 2.913771284747644088e-04 1.568174559951103638e-04 1.032384044926923144e-04 7.390574671910503813e-05 4.486338424761559211e-05 3.642257124501836773e-05 3.389503563285484129e-05 2.628890145103718841e-05 1.701718387252892066e-05 9.452472107908897121e-06 4.417331054447087106e-06 2.033140547036493864e-06 1.244373630194534832e-06 7.802089538979549105e-07 3.698703546712994217e-07 2.291700067826636597e-07 2.364728706092759151e-07 1.485000192843682063e-07 6.870511329830763166e-08 8.681063486979877558e-08 8.875060558472368645e-08 3.874205769251525023e-08 3.302091017766634466e-08 5.335137439758725906e-08
3.478393083837328259e+00 3.574881111401495559e+00 4.118385860536420751e+00 4.623168968738204043e+00 4.837185285529376877e+00 4.188868162880678980e+00 3.111785316678135072e+00 2.001183754089975952e+00 1.044856949406187896e+00 4.356233838679648973e-01 1.514243990684316921e-01 4.716336593321553833e-02 1.405818481372573224e-02 4.373249836739632503e-03 1.584156314947319935e-03 6.683738646252898683e-04 3.484279465924374668e-04 1.858063288592966494e-04 1.226498784879354021e-04 8.590546191144205021e-05 5.154362359449420945e-05 4.293610883594891026e-05 4.045966572330909352e-05 3.151735603063625721e-05 2.023224531384277191e-05 1.088317809840226633e-05 4.958782416168790393e-06 2.357753051794920677e-06 1.493790405777727253e-06 8.737942075839816300e-07 3.745046883497692694e-07 2.753462483240491654e-07 2.742632905358906857e-07 1.549524357127235251e-07 8.060243139353855930e-08 1.056451065357335340e-07 9.464757162994643029e-08 4.316842472854576591e-08 4.479039548296187079e-08 5.942066754041323701e-08
3.801259785752036713e+00 3.837092399337734161e+00 4.309991396813433795e+00 4.831051851744031289e+00 5.079667916227683655e+00 4.435556134582768983e+00 3.408162929192030344e+00 2.249003414827194014e+00 1.189719868926119251e+00 4.975651403889371771e-01 1.724898074968067574e-01 5.412914852521563680e-02 1.623718774622344083e-02 5.168669679336942470e-03 1.924474333676777201e-03 8.333285530305084739e-04 4.517256045202764367e-04 2.435823105911234039e-04 1.638820355339330964e-04 1.154073398019409675e-04 6.886322324771925558e-05 5.829004323930751271e-05 5.536259119817427409e-05 4.318250843959577177e-05 2.743801264845233408e-05 1.432433052137850798e-05 6.417982370275303921e-06 3.214088177259110404e-06 2.058339335695776067e-06 1.096576006918040997e-06 4.881278463224185773e-07 4.109376121427164942e-07 3.647163121711602274e-07 1.791786001250637769e-07 1.218565256083330025e-07 1.640193126098439240e-07 1.198573608627311625e-07 5.675153687258743684e-08 7.590112410623852408e-08 8.442511917996170340e-08
4.158478702800048055e+00 4.135458453597820494e+00 4.537921722086095677e+00 5.037547691403191585e+00 5.265303405293979999e+00 4.600102304053293345e+00 3.621606393992963913e+00 2.424111785669710084e+00 1.287925235881225206e+00 5.381363916241918011e-01 1.858958195546668024e-01 5.907262830992812686e-02 1.818306922318894264e-02 5.989322872760186219e-03 2.392228254401168250e-03 1.088226662255236841e-03 6.260153144725977585e-04 3.392370474145055270e-04 2.381885087226201720e-04 1.669958749628009927e-04 1.003753432759119687e-04 8.881702788091461827e-05 8.497797026532550484e-05 6.555189968001369873e-05 4.089747722690144078e-05 2.078581293905007969e-05 9.098315370817908830e-06 4.691684707639638640e-06 3.019040292485131199e-06 1.527267901572708939e-06 6.578458219042955103e-07 6.087232184779832737e-07 5.157418952844081764e-07 2.272741987086352590e-07 1.704256074944222078e-07 2.341378804555732462e-07 1.514155983609819717e-07 6.804528094452852539e-08 1.078713190668803511e-07 1.120712520035205459e-07
4.539195918826106180e+00 4.464226084123439797e+00 4.795821467817495076e+00 5.233883293609810750e+00 5.388689952415334439e+00 4.686001799524811773e+00 3.731460688761238931e+00 2.504497285280188557e+00 1.323473533376564593e+00 5.492624552413886141e-01 1.888597590549195016e-01 6.070446970839623452e-02 1.931098685912807991e-02 6.646419209186463055e-03 2.872708903246288820e-03 1.363415213029384697e-03 8.310623605873878900e-04 4.529473357389358782e-04 3.350874875384488201e-04 2.319725277094293982e-04 1.400823165547660475e-04 1.287918237462058843e-04 1.236566115846122278e-04 9.423443879904020023e-05 5.778718275482694507e-05 2.870534337125225927e-05 1.252865998843172858e-05 6.650682622533604051e-06 4.260055348366880785e-06 2.027018456830271713e-06 8.961702292041642628e-07 8.933789397408025608e-07 7.044246993746402403e-07 2.858438589239225115e-07 2.542380197205938967e-07 3.376137095672591540e-07 1.902784769370193828e-07 8.967393522319330265e-08 1.639209221593636747e-07 1.523326606095236407e-07
4.931843533916135058e+00 4.816647576847281620e+00 5.078030597206200980e+00 5.420475235166435368e+00 5.460457117106455982e+00 4.706399152289266752e+00 3.736312644809432815e+00 2.488090060592660357e+00 1.297207381813098248e+00 5.319343207722223577e-01 1.816568968045924326e-01 5.879338671870271149e-02 1.935519271899920069e-02 6.907350299204904377e-03 3.175804115307578109e-03 1.576861749200637874e-03 9.922218964922336921e-04 5.491197844744164554e-04 4.169459221147912625e-04 2.837135498992569339e-04 1.762711495818308695e-04 1.671471773258446317e-04 1.590148324042354306e-04 1.194742854830504905e-04 7.183901027969087736e-05 3.506518561837336392e-05 1.550370023720308146e-05 8.598095564489108481e-06 5.316457078460916568e-06 2.401811631748983350e-06 1.168168138241512525e-06 1.197531189442364150e-06 8.469663082565550244e-07 3.244317694787071408e-07 3.558908134300162110e-07 4.267706211660764053e-07 2.008784343955033404e-07 1.134454819084202230e-07 2.206453919995694896e-07 1.707821947777123689e-07
